reference,doi_link,catalyst_name,catalyst_composition_available,starting_material_active_1,active_comp_1,active_1_percent,starting_material_2,active_comp_2,active_2_percent,support_comp_1,support_1_percent,support_comp_2,support_2_percent,catalyst_surface_area_m2_g,mean_pore_diameter_nm,temperature_k,pressure_bar,pH2_pCO2_ratio,GHSV_nlph_gcat,catalyst_load_g,CO2_conversion,selectivity_CH3OH,yield_CH3OH,STY_g_per_gcath
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (V) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,182,NA,493,80,3,NA,NA,6.4,95,6.1,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (V) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,182,NA,513,80,3,NA,NA,10.5,69,7.2,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (V) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,182,NA,533,80,3,NA,NA,14,62,8.7,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (III) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,101,NA,473,80,3,NA,NA,5.3,100,5.3,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (III) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,101,NA,493,80,3,NA,NA,7.8,100,7.8,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (III) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,101,NA,513,80,3,NA,NA,10.7,97,10.4,NA
Samson et al. (2014),https://doi.org/10.1021/cs500979c,Cu/ZrO2 (III) 10,Yes,CuO,Cu,10,NA,NA,NA,ZrO2,90,NA,NA,101,NA,533,80,3,NA,NA,15,86,12.9,NA
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13CeO2,Yes,In2O3,In2O3,8.8,NA,NA,NA,CeO2,91.2,NA,NA,66.6,7.81,573,30,3,7.82,0.5,0.22,78.3,0.17,0.0045
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13CeO2,Yes,In2O3,In2O3,8.8,NA,NA,NA,CeO2,91.2,NA,NA,66.6,7.81,553,30,3,7.55,0.5,0.2,79.3,0.16,0.0040
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13CeO2,Yes,In2O3,In2O3,8.8,NA,NA,NA,CeO2,91.2,NA,NA,66.6,7.81,493,30,3,6.73,0.5,0.01,85.1,0.01,0.0002
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In1CeO2,Yes,In2O3,In2O3,0.5,NA,NA,NA,CeO2,99.5,NA,NA,80.8,7.92,573,30,3,7.82,0.5,0.01,40,0.00,0.0001
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In1CeO2,Yes,In2O3,In2O3,0.5,NA,NA,NA,CeO2,99.5,NA,NA,80.8,7.92,553,30,3,7.55,0.5,0.01,62.4,0.01,0.0002
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In1CeO2,Yes,In2O3,In2O3,0.5,NA,NA,NA,CeO2,99.5,NA,NA,80.8,7.92,493,30,3,6.73,0.5,0.01,68.8,0.01,0.0002
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13/ZrO2,Yes,In2O3,In2O3,5.7,NA,NA,NA,ZrO2,94.3,NA,NA,60,14.00,573,30,3,7.82,0.5,12.8,57.3,7.33,0.1910
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13/ZrO2,Yes,In2O3,In2O3,5.7,NA,NA,NA,ZrO2,94.3,NA,NA,60,14.00,553,30,3,7.55,0.5,8.1,73.6,5.96,0.1498
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13/ZrO2,Yes,In2O3,In2O3,5.7,NA,NA,NA,ZrO2,94.3,NA,NA,60,14.00,533,30,3,7.27,0.5,4.65,68,3.16,0.0766
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13/ZrO2,Yes,In2O3,In2O3,5.7,NA,NA,NA,ZrO2,94.3,NA,NA,60,14.00,513,30,3,7.00,0.5,1.84,91.2,1.68,0.0391
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In13/ZrO2,Yes,In2O3,In2O3,5.7,NA,NA,NA,ZrO2,94.3,NA,NA,60,14.00,493,30,3,6.73,0.5,0.68,100,0.68,0.0152
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In1ZrO2,Yes,In2O3,In2O3,0.3,NA,NA,NA,ZrO2,99.7,NA,NA,69.9,15.45,553,30,3,7.55,0.5,2.8,26.8,0.75,0.0189
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In1ZrO2,Yes,In2O3,In2O3,0.3,NA,NA,NA,ZrO2,99.7,NA,NA,69.9,15.45,493,30,3,6.73,0.5,0.42,66.1,0.28,0.0062
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,5,16.00,573,30,3,7.82,0.5,1.1,75.3,0.83,0.0216
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,5,16.00,553,30,3,7.55,0.5,0.6,83.4,0.50,0.0126
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,NA,NA,NA,NA,5,16.00,493,30,3,6.73,0.5,0.01,100,0.01,0.0002
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,In1ZrO2,Yes,In2O3,In2O3,0.3,NA,NA,NA,ZrO2,99.7,NA,NA,69.9,15.45,573,30,3,7.82,0.5,5.63,15.6,0.88,0.0229
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,ZrO2,Yes,NA,NA,NA,NA,NA,NA,ZrO2,100,NA,NA,NA,NA,493,30,3,6.73,0.5,0.17,32.5,0.06,0.0012
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,CeO2,Yes,NA,NA,NA,NA,NA,NA,CeO2,100,NA,NA,NA,NA,493,30,3,6.73,0.5,0.18,0,0.00,0.0000
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,ZrO2,Yes,NA,NA,NA,NA,NA,NA,ZrO2,100,NA,NA,NA,NA,553,30,3,7.55,0.5,0.21,23.4,0.05,0.0012
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,CeO2,Yes,NA,NA,NA,NA,NA,NA,CeO2,100,NA,NA,NA,NA,553,30,3,7.55,0.5,0.01,0,0.00,0.0000
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,ZrO2,Yes,NA,NA,NA,NA,NA,NA,ZrO2,100,NA,NA,NA,NA,573,30,3,7.82,0.5,0.25,19,0.05,0.0012
Sharma et al 2023,https://doi.org/10.1016/j.fuel.2022.125878,CeO2,Yes,NA,NA,NA,NA,NA,NA,CeO2,100,NA,NA,NA,NA,573,30,3,7.82,0.5,0.01,0,0.00,0.0000
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Ce45Zr25O,Yes,CuO,Cu,45,NA,CeO2,31,ZrO2,24,NA,NA,NA,NA,523,30,3,7.50,0.2,12.8,47.7,6.1,0.1525
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Ce25Zr45O ,Yes,CuO,Cu,42.48,NA,CeO2,16.36,ZrO2,41.14,NA,NA,NA,NA,523,30,3,7.50,0.2,9.6,58.3,5.6,0.1398
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Ce55Zr15O ,Yes,CuO,Cu,46,NA,CeO2,39,ZrO2,15,NA,NA,NA,NA,523,30,3,7.50,0.2,8.3,42.2,3.5,0.0875
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Ce15Zr55O ,Yes,CuO,Cu,41,NA,CeO2,10,ZrO2,49,NA,NA,NA,NA,523,30,3,7.50,0.2,5.5,61.8,3.4,0.0849
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Ce35Zr35O,Yes,CuO,Cu,43.62,NA,CeO2,23.52,ZrO2,32.85,NA,NA,96.7,15.70,523,30,3,7.50,0.2,14.3,53.8,7.7,0.1921
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Ce70O,Yes,CuO,Cu,48,NA,CeO2,52,NA,NA,NA,NA,40.6,7.90,523,30,3,7.50,0.2,3.1,35.5,1.1,0.0275
Shi et al. (2018),https://doi.org/10.1016/j.matchemphys.2018.08.038,Cu30Zr70O ,Yes,CuO,Cu,40,NA,NA,NA,ZrO2,60,NA,NA,19.5,7.80,523,30,3,7.50,0.2,2,65,1.3,0.0325
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-350),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,493,30,3,7.50,0.2,6.6,89.5,5.907,0.1475
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-350),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,513,30,3,7.50,0.2,8.1,86.2,6.9822,0.1744
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-350),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,533,30,3,7.50,0.2,9.8,85.2,8.3496,0.2085
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-350),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,553,30,3,7.50,0.2,10.6,80.4,8.5224,0.2128
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-250),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,493,30,3,7.50,0.2,7.6,72.7,5.5252,0.1380
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-250),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,513,30,3,7.50,0.2,9.5,63.3,6.0135,0.1502
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-300),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,493,30,3,7.50,0.2,7.1,82.3,5.8433,0.1459
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-300),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,513,30,3,7.50,0.2,8.5,80.4,6.834,0.1707
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-300),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,533,30,3,7.50,0.2,10.4,77.3,8.0392,0.2008
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-300),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,553,30,3,7.50,0.2,11.6,71.5,8.294,0.2071
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-400),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,493,30,3,7.50,0.2,6.1,89.5,5.4595,0.1364
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-400),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,513,30,3,7.50,0.2,7,87.2,6.104,0.1524
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-400),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,533,30,3,7.50,0.2,8.2,84.6,6.9372,0.1733
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-400),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,553,30,3,7.50,0.2,8.7,80.3,6.9861,0.1745
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-450),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,493,30,3,7.50,0.2,5.3,89.2,4.7276,0.1181
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-450),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,513,30,3,7.50,0.2,6.2,87.5,5.425,0.1355
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-450),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,533,30,3,7.50,0.2,7.2,84.1,6.0552,0.1512
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-450),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,553,30,3,7.50,0.2,7.8,80.8,6.3024,0.1574
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-500),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,493,30,3,7.50,0.2,4.6,89.3,4.1078,0.1026
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-500),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,513,30,3,7.50,0.2,5.2,87.5,4.55,0.1136
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-500),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,533,30,3,7.50,0.2,6.1,84.6,5.1606,0.1289
Shi et al. (2019),https://doi.org/10.1016/j.jcat.2019.09.024,Cu11In9-In2O3 (CuIn-500),Yes,CuO,Cu,50.3,NA,NA,NA,In2O3,49.7,NA,NA,NA,NA,553,30,3,7.50,0.2,6.8,80.8,5.4944,0.1372
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-C,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,8,NA,523,30,3,3.00,NA,1.04,5.19,0.053976,0.0005
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-R ,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,19,NA,523,30,3,3.00,NA,1.68,43.5,0.7308,0.0073
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-R ,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,19,NA,533,30,3,3.00,NA,2.37,35.6,0.84372,0.0084
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-R ,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,19,NA,533,45,3,3,NA,4.57,51.8,2.36726,0.0236
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-R ,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,19,NA,543,30,3,3.00,NA,3.29,27.9,0.91791,0.0092
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-R ,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,19,NA,523,45,3,1.50,NA,6.36,44.8,2.84928,0.0142
Shi et al. (2020),https://doi.org/10.1016/j.jscs.2019.09.002,CuZn-R ,Yes,CuO,Cu,17,NA,NA,NA,ZnO,83.00,NA,NA,19,NA,533,45,1,3.00,NA,2.25,44,0.99,0.0198
Song et al. (2020),https://doi.org/10.1016/j.apcatb.2019.118367,Pd/ZnO-3.93 Al,Yes,Pd,Pd,2.1,NA,NA,NA,ZnO,91.9,Al2O3,6,94,NA,523,30,3,5.52,0.3,14.2,51.6,7.33,0.1347
Song et al. (2020),https://doi.org/10.1016/j.apcatb.2019.118367,Pd/ZnO-0.35 Al,Yes,Pd,Pd,2.2,NA,NA,NA,ZnO,97.3,Al2O3,0.5,53,NA,523,30,3,5.52,0.3,10.8,62.6,6.76,0.1243
Song et al. (2020),https://doi.org/10.1016/j.apcatb.2019.118367,Pd/ZnO-1.85 Al,Yes,Pd,Pd,1.9,NA,NA,NA,ZnO,95.2,Al2O3,2.9,79,NA,523,30,3,5.52,0.3,12.3,57.4,7.06,0.1298
Song et al. (2020),https://doi.org/10.1016/j.apcatb.2019.118367,Pd/ZnO-7.49 Al,Yes,Pd,Pd,2.1,NA,NA,NA,ZnO,86.2,Al2O3,11.7,132,NA,523,30,3,5.52,0.3,11.7,41.9,4.90,0.0901
Song et al. (2020),https://doi.org/10.1016/j.apcatb.2019.118367,Pd/ZnO-12.14 Al,Yes,Pd,Pd,2.2,NA,NA,NA,ZnO,78.4,Al2O3,19.4,144,NA,523,30,3,5.52,0.3,10.6,32.2,3.41,0.0627
Song et al. (2020),https://doi.org/10.1016/j.apcatb.2019.118367,Pd/ZnO,Yes,Pd,Pd,2.1,NA,NA,NA,ZnO,97.9,NA,NA,45,NA,523,30,3,5.52,0.3,5.8,69.7,4.04,0.0743
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2 ,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,573,20,3,24.00,0.1,3.4,87,2.96,0.2364
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2 ,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,473,50,3,24.00,0.1,0.1,100,0.10,0.0080
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,493,50,3,24.00,0.1,0.3,98.8,0.30,0.0237
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,513,50,3,24.00,0.1,0.7,96.9,0.68,0.0542
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,533,50,3,24.00,0.1,0.9,94.5,0.85,0.0680
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,553,50,3,24.00,0.1,2.6,91.8,2.39,0.1908
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,573,50,3,24.00,0.1,5.3,90.2,4.78,0.3821
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,50,3,24.00,0.1,11,81.1,8.92,0.7130
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,613,50,3,24.00,0.1,12.3,75,9.23,0.7373
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,633,50,3,24.00,0.1,14.8,53,7.84,0.6269
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,653,50,3,24.00,0.1,17.2,24.9,4.28,0.3423
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,473,50,4,24.00,0.1,0.3,100,0.30,0.0192
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,493,50,4,24.00,0.1,0.7,100,0.70,0.0448
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,513,50,4,24.00,0.1,1.3,99.1,1.29,0.0824
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,533,50,4,24.00,0.1,2.3,96.9,2.23,0.1425
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,553,50,4,24.00,0.1,5.4,96,5.18,0.3314
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,573,50,4,24.00,0.1,7.5,93,6.98,0.4460
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,50,4,24.00,0.1,12.6,88.1,11.10,0.7097
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,613,50,4,24.00,0.1,14.2,80.2,11.39,0.7281
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,633,50,4,24.00,0.1,16.8,60,10.08,0.6445
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,653,50,4,24.00,0.1,18.8,36.2,6.81,0.4351
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,588,50,4,24.00,0.1,10,91.1,9.11,0.5825
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,10,3,24.00,0.1,4,63.8,2.55,0.2040
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,3,24.00,0.1,6.2,74,4.59,0.3667
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,30,3,24.00,0.1,8.1,78.7,6.37,0.5095
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,40,3,24.00,0.1,9.6,81,7.78,0.6215
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,2,24.00,0.1,4.6,72.1,3.32,0.3534
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,3,24.00,0.1,6.2,74.2,4.60,0.3677
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,4,24.00,0.1,7.5,77,5.78,0.3692
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,3,6.00,0.1,8.9,44.7,3.98,0.0795
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,3,15.00,0.1,7.4,60.8,4.50,0.2247
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,3,24.00,0.1,6.3,74.2,4.67,0.3736
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO-ZrO2,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,603,20,3,33.00,0.1,5.7,78,4.45,0.4886
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,13%ZnO/ZrO2 ,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,573,20,3,24.00,0.1,1.4,70,0.98,0.0783
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,ZnO+ZrO2-500-24h,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,573,20,3,24.00,0.1,1.5,53,0.80,0.0635
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,ZnO+ZrO2-500-3h ,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,44.3,NA,573,20,3,24.00,0.1,1.5,39,0.59,0.0468
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,ZnO+ZrO2(13:87) ,Yes,ZnO,Zn,13,ZrO2,ZrO2,87,NA,NA,NA,NA,NA,NA,573,20,3,24.00,0.1,1.6,25,0.40,0.0320
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,ZrO2 ,Yes,NA,NA,NA,ZrO2,ZrO2,100,NA,NA,NA,NA,38.2,NA,593,50,3,24.00,0.1,0.8,11.9,0.10,0.0076
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,5%ZnO-ZrO2 ,Yes,ZnO,Zn,5,ZrO2,ZrO2,95,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,6.4,64.6,4.13,0.3304
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,10%ZnO-ZrO2,Yes,ZnO,Zn,10,ZrO2,ZrO2,90,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,8.9,83.1,7.40,0.5911
